idx	text_left	text_right	label
3799	hash joins and hash teams in microsoft sql server shaun cooper , goetz graefe , ross bunker vldb 1998	hash joins and hash teams in microsoft sql server goetz graefe , ross bunker , shaun cooper very large data bases 1998	1
3800	foundations of preferences in database systems werner kießling vldb 2002	advances in databases and information systems : report of 5th east european conference adbis ' 2001 albertas caplinskas , johann eder , olegas vasilecas acm sigmod record 2002	0
3801	join queries with external text sources : execution and optimization techniques umeshwar dayal , surajit chaudhuri , tak w. yan sigmod conference 1995	a query language and optimization techniques for unstructured data peter buneman , susan davidson , gerd hillebrand , dan suciu international conference on management of data 1996	0
3802	hyperfile : a data and query model for documents david bloom , chris clifton , hector garcia-molina vldb j. 1995	metadata for multimedia documents klemens b &#246; hm , thomas c. rakow acm sigmod record 1994	0
3803	temporal database system implementations michael h. böhlen sigmod record 1995	temporal database system implementations michael h. b &#246; hlen acm sigmod record 1995	1
3804	converting relational to object-oriented databases joseph fong sigmod record 1997	context-based prefetch for implementing objects on relations philip a. bernstein , shankar pal , david shutt very large data bases 1999	0
3805	efficient query processing for multi-dimensionally clustered tables in db2 matthew huras , leslie cranston , bishwaranjan bhattacharjee , sriram padmanabhan , timothy malkemus , tony lai vldb 2003	a cost model for query processing in high dimensional data spaces christian b &#246; hm acm transactions on database systems ( tods ) 2000	0
3806	serf : odmg-based generic re-structuring facility stacia de lima , li chen , ming li , s. weiner , chandrakant natarajan , elke a. rundensteiner , xin zhang , kajal t. claypool , jing jin sigmod conference 1999	serf : odmg-based generic re-structuring facility e. a. rundensteiner , k. claypool , m. li , l. chen , z. zhang , c. natarajan , j. jin , s. de lima , s. weiner international conference on management of data 1999	1
3807	knowledge discovery in data warehouses themistoklis palpanas sigmod record 2000	materialized views and data warehouses nick roussopoulos acm sigmod record 1998	0
3808	high-dimensional index structures , database support for next decade 's applications ( tutorial ) daniel a. keim , stefan berchtold sigmod conference 1998	the x-tree : an index structure for high-dimensional data stefan berchtold , daniel a. keim , hans-peter kriegel very large data bases 1996	0
3809	qursed : querying and reporting semistructured data yannis papakonstantinou , michalis petropoulos , vasilis vassalos sigmod conference 2002	a fast index for semistructured data brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon very large data bases 2001	0
3810	xtract : a system for extracting document type descriptors from xml documents rajeev rastogi , s. seshadri , minos n. garofalakis , aristides gionis , kyuseok shim sigmod conference 2000	snowball : a prototype system for extracting relations from large text collections eugene agichtein , luis gravano , jeff pavel , viktoriya sokolova , aleksandr voskoboynik international conference on management of data 2001	0
3811	an annotated bibliography of benchmarks for object databases akmal b. chaudhri sigmod record 1995	pesto : an integrated query/browser for object databases michael j. carey , laura m. haas , vivekananda maganty , john h. williams very large data bases 1996	0
3812	locally adaptive dimensionality reduction for indexing large time series databases kaushik chakrabarti , sharad mehrotra , eamonn j. keogh , michael j. pazzani sigmod conference 2001	dimensionality reduction for similarity searching in dynamic databases k. v. ravi kanth , divyakant agrawal , ambuj singh international conference on management of data 1998	0
3813	efficiently publishing relational data as xml documents berthold reinwald , jayavel shanmugasundaram , michael j. carey , eugene j. shekita , hamid pirahesh , bruce g. lindsay , rimon barr vldb 2000	efficiently instantiating view-objects from remote relational databases byung suk lee , gio wiederhold the vldb journal -- the international journal on very large data bases 1994	0
3814	the role of integrity constraints in database interoperation peter m. g. apers , mark w. w. vermeer vldb 1996	maintenance of implication integrity constraints under updates to constraints naci s. ishakbeyoglu , z. meral ozsoyoglu the vldb journal -- the international journal on very large data bases 1998	0
3815	a multi-paradigm querying approach for a generic multimedia database management system ji-rong wen , qing li , wei-ying ma , hongjiang zhang sigmod record 2003	a general technique for querying xml documents using a relational database system jayavel shanmugasundaram , eugene shekita , jerry kiernan , rajasekar krishnamurthy , efstratios viglas , jeffrey naughton , igor tatarinov acm sigmod record 2001	0
3816	automated resolution of semantic heterogeneity in multidatabases a. r. hurson , simin h. pakzad , m. w. bright acm trans . database syst . 1994	automated resolution of semantic heterogeneity in multidatabases m. w. bright , a. r. hurson , s. pakzad acm transactions on database systems ( tods ) 1994	1
3817	versioning and configuration management in an object-oriented data model edward sciore vldb j. 1994	index configuration in object-oriented databases elisa bertino the vldb journal -- the international journal on very large data bases 1994	0
3818	databases for networks h. v. jagadish sigmod conference 1994	cougar : the network is the database wai fu fung , david sun , johannes gehrke international conference on management of data 2002	0
3819	sequence query processing raghu ramakrishnan , miron livny , praveen seshadri sigmod conference 1994	query processing techniques for arrays arunprasad p. marathe , kenneth salem international conference on management of data 1999	0
3820	editor 's notes ling liu sigmod record 2003	editorial peter apers , stefano ceri , richard snodgrass the vldb journal -- the international journal on very large data bases 2002	0
3821	efficient index structures for string databases tamer kahveci , ambuj k. singh vldb 2001	structural matching and discovery in document databases jason tsong-li wang , dennis shasha , george j. s. chang , liam relihan , kaizhong zhang , girish patel international conference on management of data 1997	0
3822	query optimization in compressed database systems zhiyuan chen , flip korn , johannes gehrke sigmod conference 2001	query optimization in the presence of limited access patterns daniela florescu , alon levy , ioana manolescu , dan suciu international conference on management of data 1999	0
3823	database issues in telecommunications network management ilsoo ahn sigmod conference 1994	data management issues in electronic commerce asuman dogac acm sigmod record 2002	0
3824	editorial richard t. snodgrass acm trans . database syst . 2001	guest editorial philip a. bernstein , yannis ioannidis , raghu ramakrishnan the vldb journal -- the international journal on very large data bases 2003	0
3825	probabilistic temporal databases , i : algebra alex dekhtyar , robert ross , v. s. subrahmanian acm trans . database syst . 2001	probabilistic object bases thomas eiter , james j. lu , thomas lukasiewicz , v. s. subrahmanian acm transactions on database systems ( tods ) 2001	0
3826	an approximate search engine for structural databases kaizhong zhang , qicheng ma , jason tsong-li wang , xinhuan zheng , xiong wang , dennis shasha , zasha weinberg , bruce a. shapiro sigmod conference 2000	the jungle database search engine michael b &#246; hlen , linas bukauskas , curtis dyreson international conference on management of data 1999	0
3827	materialized view selection and maintenance using multi-query optimization krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan sigmod conference 2001	materialized view selection for multidimensional datasets amit shukla , prasad deshpande , jeffrey f. naughton very large data bases 1998	0
3828	tutorial : data access anand deshpande , josé a. blakeley sigmod conference 2000	data access ( tutorial session ) jos &#233; a. blakeley , anand deshpande international conference on management of data 2000	1
3829	efficient optimistic concurrency control using loosely synchronized clocks barbara liskov , atul adya , robert gruber , umesh maheshwari sigmod conference 1995	efficient concurrency control for broadcast environments jayavel shanmugasundaram , arvind nithrakashyap , rajendran sivasankaran , krithi ramamritham international conference on management of data 1999	0
3830	change detection in hierarchically structured information jennifer widom , sudarshan s. chawathe , hector garcia-molina , anand rajaraman sigmod conference 1996	meaningful change detection in structured data sudarshan s. chawathe , hector garcia-molina international conference on management of data 1997	0
3831	using extended feature objects for partial similarity retrieval hans-peter kriegel , stefan berchtold , daniel a. keim vldb j. 1997	using extended feature objects for partial similarity retrieval stefan berchtold , daniel a. keim , hans-peter kriegel the vldb journal -- the international journal on very large data bases 1997	1
3832	a cost model for query processing in high dimensional data spaces christian böhm acm trans . database syst . 2000	aggregate-query processing in data warehousing environments ashish gupta , venky harinarayan , dallan quass very large data bases 1995	0
3833	mpeg-7 and multimedia database systems harald kosch sigmod record 2002	promises and realities of active database systems eric simon , angelika kotz dittrich very large data bases 1995	0
3834	mineset ( tm ) : a system for high-end data mining and visualization ? vldb 1996	geominer : a system prototype for spatial data mining jaiwei han , krzysztof koperski , nebojsa stefanovic international conference on management of data 1997	0
3835	converting relational to object-oriented databases joseph fong sigmod record 1997	garbage collection in object oriented databases using transactional cyclic reference counting srinivas ashwin , prasan roy , s. seshadri , abraham silberschatz , s. sudarshan very large data bases 1997	0
3836	mining email content for author identification forensics george m. mohay , m. corney , a. anderson , olivier y. de vel sigmod record 2001	mining e-mail content for author identification forensics o. de vel , a. anderson , m. corney , g. mohay acm sigmod record 2001	1
3837	indexing and querying xml data for regular path expressions bongki moon , quanzhong li vldb 2001	a foundation for representing and querying moving objects ralf hartmut g &#252; ting , michael h. b &#246; hlen , martin erwig , christian s. jensen , nikos a. lorentzos , markus schneider , michalis vazirgiannis acm transactions on database systems ( tods ) 2000	0
3838	unisql/x unified relational and object-oriented database system won kim sigmod conference 1994	static detection of security flaws in object-oriented databases keishi tajima international conference on management of data 1996	0
3839	index concurrency control in firm real-time database systems brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa vldb 1995	secure buffering in firm real-time database systems binto george , jayant r. haritsa very large data bases 1998	0
3840	is web-site management a database problem ? daniela florescu , dan suciu , alon y. levy vldb 1998	strudel : a web site management system mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu international conference on management of data 1997	0
3841	approximate query translation across heterogeneous information sources hector garcia-molina , kevin chen-chuan chang vldb 2000	approximate query mapping : accounting for translation closeness kevin chen-chuan chang , h &#233; ctor garc &#237; a-molina the vldb journal -- the international journal on very large data bases 2001	0
3842	the ccube constraint object-oriented database system alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen sigmod conference 1999	a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002	0
3843	qursed : querying and reporting semistructured data yannis papakonstantinou , michalis petropoulos , vasilis vassalos sigmod conference 2002	capturing and querying multiple aspects of semistructured data curtis e. dyreson , michael h. b &#246; hlen , christian s. jensen very large data bases 1999	0
3844	repositories and object oriented databases philip a. bernstein sigmod record 1998	static detection of security flaws in object-oriented databases keishi tajima international conference on management of data 1996	0
3845	dbcache : database caching for web application servers sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay sigmod conference 2002	gigascope : a stream database for network applications chuck cranor , theodore johnson , oliver spataschek , vladislav shkapenyuk international conference on management of data 2003	0
3846	a system for watermarking relational databases peter j. haas , rakesh agrawal , jerry kiernan sigmod conference 2003	dblearn : a system prototype for knowledge discovery in relational databases jiawei han , yongjian fu , yue huang , yandong cai , nick cercone international conference on management of data 1994	0
3847	odefs : a file system interface to an object-oriented database narain h. gehani , william d. roome , h. v. jagadish vldb 1994	the persistent cache : improving oid indexing in temporal object-oriented database systems kjetil n &#248; rv &#229; g very large data bases 1999	0
3848	the glue-nail deductive database system : design , implementation , and evaluation geoffrey phipps , marcia a. derr , shinichi morishita vldb j. 1994	the glue-nail deductive database system : design , implementation , and evaluation marcia a. derr , shinichi morishita , geoffrey phipps the vldb journal -- the international journal on very large data bases 1994	1
3849	declarative updates of relational databases weidong chen acm trans . database syst . 1995	cumulative updates suryanarayana m. sripada , beat w &#252; thrich very large data bases 1994	0
3850	opt + + : an object-oriented implementation for extensible database query optimization david j. dewitt , navin kabra vldb j. 1999	calibrating the query optimizer cost model of iro-db , an object-oriented federated database system georges gardarin , fei sha , zhao-hui tang very large data bases 1996	0
3851	the aqua approximate query answering system sridhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala sigmod conference 1999	the query by image content ( qbic ) system jonathan ashley , myron flickner , james hafner , denis lee , wayne niblack , dragutin petkovic international conference on management of data 1995	0
3852	technology and the future of commerce and finance ( abstract ) david elliot shaw vldb 1998	technology and the future of commerce and finance ( abstract ) david elliot shaw very large data bases 1998	1
3853	editor 's notes arie segev sigmod record 1994	editorial richard snodgrass acm transactions on database systems ( tods ) 2001	0
3854	guest editor 's introduction robert meersman , amit p. sheth sigmod record 2002	guest editorial vijay atluri , anupam joshi , yelena yesha the vldb journal -- the international journal on very large data bases 2003	0
3855	anatomy of a native xml base management system thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer vldb j. 2002	strudel : a web site management system mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu international conference on management of data 1997	0
3856	xsb as a deductive database terrance swift , konstantinos f. sagonas , david scott warren sigmod conference 1994	timber : a native xml database h. v. jagadish , s. al-khalifa , a. chapman , l. v. s. lakshmanan , a. nierman , s. paparizos , j. m. patel , d. srivastava , n. wiwatwattana , y. wu , c. yu the vldb journal -- the international journal on very large data bases 2002	0
3857	extracting schema from semistructured data serge abiteboul , rajeev motwani , svetlozar nestorov sigmod conference 1998	extracting schema from semistructured data svetlozar nestorov , serge abiteboul , rajeev motwani international conference on management of data 1998	1
3858	semantics for update rule programs and implementations in a relational database management system louiqa raschid , jorge lobo acm trans . database syst . 1996	lore : a database management system for semistructured data jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom acm sigmod record 1997	0
3859	integrating temporal , real-time , and active databases john a. stankovic , krithi ramamritham , ming xiong , rajendran m. sivasankaran , donald f. towsley sigmod record 1996	report on dart ' 96 : databases : active and real-time ( concepts meet practice ) krithi ramamritham , nandit soparkar acm sigmod record 1997	0
3860	data model for extensible support of explicit relationships in design databases joan peckham , bonnie mackellar , michael doherty vldb j. 1995	database design for incomplete relations mark levene , george loizou acm transactions on database systems ( tods ) 1999	0
3861	contorting high dimensional data for efficient main memory processing beng chin ooi , bin cui , kian-lee tan , jianwen su sigmod conference 2003	a cost model for query processing in high dimensional data spaces christian b &#246; hm acm transactions on database systems ( tods ) 2000	0
3862	query processing over object views of relational data gustav fahl , tore risch vldb j. 1997	querying multiple features of groups in relational databases damianos chatziantoniou , kenneth a. ross very large data bases 1996	0
3863	on effective multi-dimensional indexing for strings nick koudas , h. v. jagadish , divesh srivastava sigmod conference 2000	distance-based indexing for high-dimensional metric spaces tolga bozkaya , meral ozsoyoglu international conference on management of data 1997	0
3864	data mining with optimized two-dimensional association rules takeshi tokuyama , yasuhiko morimoto , shinichi morishita , takeshi fukuda acm trans . database syst . 2001	mining generalized association rules ramakrishnan srikant , rakesh agrawal very large data bases 1995	0
3865	a region splitting strategy for physical database design of multidimensional file organizations kyu-young whang , il-yeol song , young-koo lee , jong-hak lee vldb 1997	a foundation for multi-dimensional databases marc gyssens , laks v. s. lakshmanan very large data bases 1997	0
3866	declustering databases on heterogeneous disk systems doron rotem , sridhar seshadri , ling tony chen vldb 1995	semint : a system prototype for semantic integration in heterogeneous databases wen-syan li , chris clifton international conference on management of data 1995	0
3867	fast algorithms for mining association rules in large databases ramakrishnan srikant , rakesh agrawal vldb 1994	sampling large databases for association rules hannu toivonen very large data bases 1996	0
3868	the algres testbed of chimera : an active object-oriented database system giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali sigmod conference 1995	odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994	0
3869	solving satisfiability and implication problems in database systems sha guo , mark allen weiss , wei sun acm trans . database syst . 1996	the design and implementation of a sequence database system praveen seshadri , miron livny , raghu ramakrishnan very large data bases 1996	0
3870	cost-based optimization of decision support queries using transient views shivakumar venkataraman , subbu n. subramanian sigmod conference 1998	constructing efficient decision trees by using optimized numeric association rules takeshi fukuda , yasuhiko morimoto , shinichi morishita , takeshi tokuyama very large data bases 1996	0
3871	a framework for clustering evolving data streams philip s. yu , charu c. aggarwal , jiawei han , jianyong wang vldb 2003	a framework for semantic gossiping karl aberer , philippe cudr &#233; - mauroux , manfred hauswirth acm sigmod record 2002	0
3872	calibrating the query optimizer cost model of iro-db , an object-oriented federated database system zhao-hui tang , fei sha , georges gardarin vldb 1996	a cost model for clustered object-oriented databases georges gardarin , jean-robert gruser , zhao-hui tang very large data bases 1995	0
3873	toward learning based web query processing yanlei diao , hongjun lu , zengping tian , songting chen vldb 2000	toward learning based web query processing yanlei diao , hongjun lu , songting chen , zengping tian very large data bases 2000	1
3874	qursed : querying and reporting semistructured data yannis papakonstantinou , michalis petropoulos , vasilis vassalos sigmod conference 2002	constraints for semistructured data and xml peter buneman , wenfei fan , j &#233; r &#244; me sim &#233; on , scott weinstein acm sigmod record 2001	0
3875	relational databases for querying xml documents : limitations and opportunities jeffrey f. naughton , kristin tufte , chun zhang , gang he , david j. dewitt , jayavel shanmugasundaram vldb 1999	storage and retrieval of xml data using relational databases surajit chaudhuri , kyuseok shim very large data bases 2001	0
3876	e-services - guest editorial dimitrios georgakopoulos , ming-chien shan , fabio casati vldb j. 2001	editorial peter apers , stefano ceri , richard snodgrass the vldb journal -- the international journal on very large data bases 2002	0
3877	report on the 10th conference on database systems for business , technology , and the web ( btw 2003 ) erhard rahm , harald schöning , gerhard weikum sigmod record 2003	report on the fourth international conference on flexible query answering systems ( fqas 2000 ) patrick bosc , amihai motro , gabriella pasi acm sigmod record 2001	0
3878	engineering federated information systems : report of efis '99 workshop fèlix saltor , uwe hohenstein , ralf-detlef kutsche , wilhelm hasselbring , gunter saake , stefan conrad , mark roantree sigmod record 1999	image mining in iris : integrated retinal information system wynne hsu , mong li lee , kheng guan goh international conference on management of data 2000	0
3879	dwms : data warehouse management system narendra mohan vldb 1996	database systems management and oracle8 c. gregory doherty international conference on management of data 1998	0
3880	extracting schema from semistructured data serge abiteboul , rajeev motwani , svetlozar nestorov sigmod conference 1998	extracting structured data from web pages arvind arasu , hector garcia-molina , stanford university international conference on management of data 2003	0
3881	implementing data cubes efficiently anand rajaraman , jeffrey d. ullman , venky harinarayan sigmod conference 1996	computing iceberg queries efficiently min fang , narayanan shivakumar , hector garcia-molina , rajeev motwani , jeffrey d. ullman very large data bases 1998	0
3882	a one-pass aggregation algorithm with the optimal buffer size in multidimensional olap yang-sae moon , young-koo lee , il-yeol song , kyu-young whang vldb 2002	an array-based algorithm for simultaneous multidimensional aggregates yihong zhao , prasad m. deshpande , jeffrey f. naughton international conference on management of data 1997	0
3883	sql query optimization : reordering for a general class of queries piyush goel , balakrishna r. iyer sigmod conference 1996	query optimization for selections using bitmaps ming-chuan wu international conference on management of data 1999	0
3884	estimating the selectivity of spatial queries using the ` correlation ' fractal dimension christos faloutsos , alberto belussi vldb 1995	one-dimensional and multi-dimensional substring selectivity estimation h. v. jagadish , olga kapitskaia , raymond t. ng , divesh srivastava the vldb journal -- the international journal on very large data bases 2000	0
3885	issues in developing very large data warehouses vish jumani , lyman do , david van rossum , pamela drew , wei jin vldb 1998	aggregation algorithms for very large compressed data warehouses jianzhong li , doron rotem , jaideep srivastava very large data bases 1999	0
3886	integrating temporal , real-time , and active databases john a. stankovic , krithi ramamritham , ming xiong , rajendran m. sivasankaran , donald f. towsley sigmod record 1996	ordered shared locks for real-time databases divyakant agrawal , amr el abbadi , richard jeffers , lijing lin the vldb journal -- the international journal on very large data bases 1995	0
3887	sideway value algebra for object-relational databases z. meral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde vldb 2002	unisql 's next-generation object-relational database management system albert d'andrea , phil janus acm sigmod record 1996	0
3888	database research at arizona state university suzanne w. dietrich , forouzan golshani , susan darling urban sigmod record 1996	database research at the university of oklahoma le gruenwald , leonard brown , ravi dirckze , sylvain guinepain , carlos sanchez , brian summers , sirirut vanichayobon acm sigmod record 1999	0
3889	supporting top-k join queries in relational databases walid g. aref , ahmed k. elmagarmid , ihab f. ilyas vldb 2003	converting relational to object-oriented databases joseph fong acm sigmod record 1997	0
3890	report on first international workshop on real-time database systems sang hyuk son , kwei-jay lin , azer bestavros sigmod record 1996	workshop report : the first international workshop on active and real-time database systems ( artdb-95 ) mikael berndtsson , j &#246; rgen hansson acm sigmod record 1996	0
3891	dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems masahisa tamura , masaru kitsuregawa vldb 1999	scalable parallel data mining for association rules eui-hong han , george karypis , vipin kumar international conference on management of data 1997	0
3892	fundamentals of data warehouses : 2nd revised and extended edition vernon hoffner sigmod record 2003	fundamentals of data warehouses : 2nd revised and extended edition vernon hoffner acm sigmod record 2003	1
3893	metadata for multimedia documents thomas c. rakow , klemens böhm sigmod record 1994	indexing multimedia databases christos faloutsos international conference on management of data 1995	0
3894	java and relational databases : sqlj ( tutorial ) johannes klein , richard pledereder , gray clossman , brian becker , phil shaw , mark hapner sigmod conference 1998	data access ( tutorial session ) jos &#233; a. blakeley , anand deshpande international conference on management of data 2000	0
3895	orthogonal optimization of subqueries and aggregation milind joshi , césar a. galindo-legaria sigmod conference 2001	simultaneous optimization and evaluation of multiple dimensional queries yihong zhao , prasad m. deshpande , jeffrey f. naughton , amit shukla international conference on management of data 1998	0
3896	sqlj-part 1 : sql routines using the java programming language andrew eisenberg , jim melton sigmod record 1999	sqlj part 1 : sql routines using the java programming language andrew eisenberg , jim melton acm sigmod record 1999	1
3897	a tsql2 tutorial james clifford , ramez elmasri , michael d. soo , wolfgang käfer , nick kline , arie segev , suryanarayana m. sripada , fabio grandi , john f. roddick , richard t. snodgrass , christian s. jensen , nikos a. lorentzos , ilsoo ahn , gad ariav , don s. batory , t. y. cliff leung , curtis e. dyreson , krishna g. kulkarni sigmod record 1994	a tsql2 tutorial richard thomas snodgrass , ilsoo ahn , gad ariav , don batory , james clifford , curtis e. dyreson , ramez elmasri , fabio grandi , christian s. jensen , wolfgang k &#228; fer , nick kline , krishna kulkarni , t. y. cliff leung , nikos lorentzos , john f. roddick , arie segev , michael d. soo , suryanarayana m. sripada acm sigmod record 1994	1
3898	concurrency and recovery for index trees david b. lomet , betty salzberg vldb j. 1997	high-concurrency locking in r-trees marcel kornacker , douglas banks very large data bases 1995	0
3899	world wide database - integrating the web , corba , and databases kevin smith , athman bouguettaya , mourad ouzzani , james beard , lily hendra , boualem benatallah sigmod conference 1999	integrating the ub-tree into a database system kernel frank ramsak , volker markl , robert fenk , martin zirkel , klaus elhardt , rudolf bayer very large data bases 2000	0
3900	petabyte databases dirk düllmann sigmod conference 1999	database principles acm sigmod record 2003	0
3901	directv and oracle rdb : the challenges of vldb transaction processing william l. gettys sigmod conference 1995	the challenge of process data warehousing matthias jarke , thomas list , j &#246; rg k &#246; ller very large data bases 2000	0
3902	parametric query optimization raymond t. ng , timos k. sellis , yannis e. ioannidis , kyuseok shim vldb j. 1997	query optimization for xml jason mchugh , jennifer widom very large data bases 1999	0
3903	mixed mode xml query processing stratis viglas , josef burger , leonidas galanis , jeffrey f. naughton , alan halverson , rajasekar krishnamurthy , david j. dewitt , feng tian , ameet kini , yuan wang , ajith nagaraja rao vldb 2003	relaxed transaction processing munindar p. singh , christine tomlinson , darrell woelk international conference on management of data 1994	0
3904	dynamic multidimensional histograms piotr indyk , sudipto guha , nitin thaper , nick koudas sigmod conference 2002	stholes : a multidimensional workload-aware histogram nicolas bruno , surajit chaudhuri , luis gravano international conference on management of data 2001	0
3905	storage technology : raid and beyond garth a. gibson sigmod conference 1995	tutorial on storage technology : raid and beyond garth a. gibson international conference on management of data 1995	1
3906	implementation aspects of an object-oriented dbms ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac sigmod record 1995	sentinel : an object-oriented dbms with event-based rules s. chakravarthy international conference on management of data 1997	0
3907	data management challenges in crm george colliat sigmod conference 2003	issues in network management in the next millennium michael l. brodie , surajit chaudhuri very large data bases 1999	0
3908	incremental organization for data recording and warehousing s. sudarshan , p. p. s. narayan , rama kanneganti , h. v. jagadish , s. seshadri vldb 1997	dec data distributor : for data replication and data warehousing daniel j. dietterich international conference on management of data 1994	0
3909	report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems opher etzion sigmod record 1999	report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ) joachim hammer acm sigmod record 2002	0
3910	materialized views in oracle randall g. bello , william d. norcott , mohamed ziauddin , harry sun , karl dias , alan downing , james j. feenan jr. , andrew witkowski , james l. finnerty vldb 1998	materialized views and data warehouses nick roussopoulos acm sigmod record 1998	0
3911	report on the first international workshop an efficient web-based information systems omar boucelma , zoé lacroix sigmod record 2003	report on ngits ' 99 : the fourth international workshop on next generation information technologies and systems opher etzion acm sigmod record 1999	0
3912	foreword : management of semistructured data dan suciu sigmod record 1997	vqbd : exploring semistructured data sudarshan s. chawathe , thomas baby , jihwang yoo international conference on management of data 2001	0
3913	query processing in tertiary memory databases sunita sarawagi vldb 1995	query unnesting in object-oriented databases leonidas fegaras international conference on management of data 1998	0
3914	database principles column - introduction leonid libkin sigmod record 1999	introduction to constraint databases bart kuijpers acm sigmod record 2002	0
3915	geo/environmental and medical data management in the rasdaman system norbert widmann , paula furtado , peter baumann , roland ritsch vldb 1997	the ores temporal database management system babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou international conference on management of data 1994	0
3916	multi-dimensional substring selectivity estimation divesh srivastava , olga kapitskaia , raymond t. ng , h. v. jagadish vldb 1999	on effective multi-dimensional indexing for strings h. v. jagadish , nick koudas , divesh srivastava international conference on management of data 2000	0
3917	performance issues in incremental warehouse maintenance hector garcia-molina , wilburt labio , yingwei cui , jennifer widom , jun yang vldb 2000	fast incremental maintenance of approximate histograms phillip b. gibbons , yossi matias , viswanath poosala acm transactions on database systems ( tods ) 2002	0
3918	data extraction and transformation for the data warehouse cass squire sigmod conference 1995	dec data distributor : for data replication and data warehousing daniel j. dietterich international conference on management of data 1994	0
3919	semantic integration of semistructured and structured data sources sonia bergamaschi , maurizio vincini , silvana castano sigmod record 1999	distributed query evaluation on semistructured data dan suciu acm transactions on database systems ( tods ) 2002	0
3920	the heterogeneity problem and middleware technology : experiences with and performance of database gateways klaudia hergula , fernando de ferreira rezende vldb 1998	bridging heterogeneity : research and practice of database middleware technology fernando de ferreira rezende , g &#252; nter sauter very large data bases 1998	0
3921	streaming queries over streaming data michael j. franklin , sirish chandrasekaran vldb 2002	evaluating probabilistic queries over imprecise data reynold cheng , dmitri v. kalashnikov , sunil prabhakar international conference on management of data 2003	0
3922	distributing queries over low-power wireless sensor networks samuel madden , joseph m. hellerstein sigmod conference 2002	distributed deviation detection in sensor networks themistoklis palpanas , dimitris papadopoulos , vana kalogeraki , dimitrios gunopulos acm sigmod record 2003	0
3923	report on second international workshop on advanced issues of e-commerce and web-based information systems philip s. yu , kun-lung wu sigmod record 2000	workshop report : the first international workshop on active and real-time database systems ( artdb-95 ) mikael berndtsson , j &#246; rgen hansson acm sigmod record 1996	0
3924	incremental clustering for mining in a data warehousing environment xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel vldb 1998	incremental clustering for mining in a data warehousing environment martin ester , hans-peter kriegel , j &#246; rg sander , michael wimmer , xiaowei xu very large data bases 1998	1
3925	optimal clip ordering for multi-clip queries raymond t. ng , paul shum vldb j. 1998	optimizing multi-feature queries for image databases ulrich g &#252; ntzer , wolf-tilo balke , werner kie &#223; ling very large data bases 2000	0
3926	medical information systems : characterization and challenges lynn l. peterson , jorge c. g. ramirez , lon a. smith sigmod record 1994	environmental information systems oliver g &#252; nther acm sigmod record 1997	0
3927	the ecobase project : database and web technologies for environmental information systems asterio k. tanaka , patrick valduriez sigmod record 2001	databases on the web : technologies for federation architectures and case studies ralf kramer international conference on management of data 1997	0
3928	an efficient algorithm for mining association rules in large databases edward omiecinski , shamkant b. navathe , ashok savasere vldb 1995	an effective hash-based algorithm for mining association rules jong soo park , ming-syan chen , philip s. yu international conference on management of data 1995	0
3929	query processing in spatial network databases nikos mamoulis , jun zhang , dimitris papadias , yufei tao vldb 2003	closest pair queries in spatial databases antonio corral , yannis manolopoulos , yannis theodoridis , michael vassilakopoulos international conference on management of data 2000	0
3930	guest editorial vijay atluri , anupam joshi , yelena yesha vldb j. 2003	guest editor 's introduction karl aberer acm sigmod record 2003	0
3931	fault tolerant design of multimedia servers richard r. muntz , leana golubchik , steven berson sigmod conference 1995	delivering presentations from multimedia servers nevzat hurkan balkir , gultekin ozsoyoglu the vldb journal -- the international journal on very large data bases 1998	0
3932	join synopses for approximate query answering swarup acharya , viswanath poosala , phillip b. gibbons , sridhar ramaswamy sigmod conference 1999	dynamic sample selection for approximate query processing brian babcock , surajit chaudhuri , gautam das international conference on management of data 2003	0
3933	an overview of the emerging third-generation sql standard ( tutorial ) nelson mendonça mattos , jim melton sigmod conference 1995	an overview of the emerging third-generation sql standard jim melton , nelson mendoca mattos international conference on management of data 1995	1
