idx	text_left	text_right	label
3372	sony icfc1ipmk2 white speaker dock and clock radio for ipod and iphone icfc1ipmk2wht unique adjustable backstop for ipods 3 wake-sleep sound alert options digital am-fm tuner alarm clock automatic time set automatic daylight savings time battery charger audio input white finish	sony ipod/phone dock clock radio black nic icfc1ipmk2whi	1
3373	canon powershot sx110 is silver digital camera sx110is 9.0 megapixel 10x optical zoom lens with optical image stabilizer technology 3.0 ' lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient silver finish	sony cyber-shot dsc-t300 digital camera black dsct300/b 10.1 megapixel 16:9 2x digital zoom 3.5 ' active matrix tft color lcd	0
3374	canon printer black ink cartridge cli221blk fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980	canon cli-8 green ink tank for pixma pro 9000 printer 0627b002 green	0
3375	sony black 5.1 channel home theater system htddwg700 5.1 channel 900 watts power portable audio enhancer with front audio input ipod cradle digital cinema auto calibration bravia sync digital media port black finish	sony bravia dav-hdx279wc home theater system dvd player , 6.1 speakers 5 disc ( s ) progressive scan dolby digital , dts , dolby pro logic ii black	0
3376	lg 2.0 cu . ft. over-the-range black microwave oven lmvm2085bk warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting black finish	lg 2.0 cu.ft . over the range microwave oven	0
3377	panasonic digital camera battery cgas007a1b lithium ion type for digital camera dmctz1 and dmctz3	nikon digital camera leather case 5811 leather black	0
3378	canon pg-40 black ink cartridge twin pack pg40tbk compatible with canon fax-jx200 , pixma ip1600 , pixma ip1700 , pixma ip6000d , pixma mp150 , pixma mp160 , pixma mp170 , pixma mp180 , pixma mp450 , pixma mp460 black ink	canon pg-40 twin pack black ink cartridge 0615b013 black	1
3379	speck seethru orange hard shell case for 13 ' macbook mb13orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish	speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2 plastic green	0
3380	toshiba black portable dvd player sdp91s 9 ' widescreen tft lcd display up to 5 hour lithium battery life official divx certified switchable audio/video input and output swivel and flip type screen black finish	toshiba sd-4100 dvd player dvd + rw , dvd-rw , dvd-r , cd-rw dvd video , video cd , svcd , mp3 , jpeg playback progressive scan	0
3381	olympus ds40 digital voice recorder ds40r 136 hours 15 minutes recording time in lp mode high-sensitivity detachable stereo microphone voice guidance three modes of microphone sensitivity built-in variable control voice actuator ( vcva ) function up to 32 hours of continuous operation	sony icd-b600 512mb digital voice recorder icdb600 512mb flash memory lcd portable	0
3382	speck clear 13 ' macbook see thru hard shell case mb13clrseev2 hard plastic shell gives great protection full access to all controls rubber feet for added support clear finish	speck products seethru case for apple 13 ' macbook mb13-grn-see-v2 plastic green	0
3383	panasonic silver rice cooker/warmer srtmb10 6 menu settings non-stick coated pan 13-hour preset timer 12-hour keep warm setting automatic rewinding cord reel steaming basket silver finish	panasonic lumix dmc-fs3 digital camera silver panasonic dmc-fs3s 8 megapixel compact digital camera with 33mm lens , 3x optical zoom , intelligent auto mode and 2.5 ' diagonal intelligent lcd silver	0
3384	panasonic hands free headset kxtca92 comfort fit with fold design noise cancelling microphone volume control mute standard 2.5 mm connection	panasonic kx-tg1033s digital cordless phone with three handsets 1 x phone line ( s ) headset jack silver	0
3385	canon silver powershot digital camera sd880is 10 megapixel 4x optical zoom optical image stabilizer 3.0 ' purecolor lcd ii digic 4 image processor face detection self-timer red-eye correction 19 shooting modes print/share button silver finish	canon fs100 digital camera 2699b001 canon fs100 flash memory camcorder	0
3386	canon black ef 70-300mm f/4 -5.6 is usm telephoto zoom lens 0345b002 15 elements in 10 groups lens construction 4.9 feet closest focusing distance 6-group helical zoom 58mm filter size black finish	nikon 55-200mm f/4 -5.6 g ed af-s dx telephoto zoom lens 55200mmlens 0.28 x 55mm to 200mm f/4 to 5.6	0
3387	sony cyber-shot black digital camera dsct500b 10.1 megapixels 720p hd video recording 3.5 ' lcd plus touch screen display 4mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode high sensitivity mode burst mode face detection technology high sensitivity iso 3200 in-camera retouching optical steadyshot image stabilization with double anti-blur solution hdtv compatibility bravia sync phototv hd stamina battery power black finish	canon powershot a1000 is digital camera gray 3210b001 canon powershot a1000 is 10 megapixel digital camera w / 4x optical zoom , 2.5 lcd , optical image stabilizer , & face detection gray	0
3388	panasonic black expandable digital cordless dect 6.0 phone system kxtg9348t automatic clarity booster 5 hours talk time 11 days standby white backlit lcd 6-step speakerphone volume 1 drop & splash resistant phone 1.9 ghz frequency range night mode black finish	panasonic kx-tg1033s digital cordless phone with three handsets 1 x phone line ( s ) headset jack silver	0
3389	universal rf base station mrf260 extends the reception range up to 100 feet away through walls , floors , doors , indoors or outdoors programmed to operate equipment at up to 15 locations black finish	universal mastercontrol universal learning remote control rf20 audio/video , tv , vcr , dvd player , cd player , cable box , dvr , audio system , tape deck , pc , satellite radio , ipod , xbox 360 , lighting system 50 ft , 100 ft universal remote	0
3390	sony dvd recorder in black rdrgx360 1080p/1080i/720p upscaling for dvd usb one touch dubbing line input recording bravia sync dvd + r double layer recording dolby digital decoding playback compatible black finish	sony camcorder case lcsx30 nylon , polyester	0
3391	speck seethru red hard shell case for 13 ' macbook mb13redseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support red finish	speck products seethru case for apple 13 ' macbook mb13-aqu-see-v2 plastic aqua	0
3392	canon deluxe black digital camera case 2595b002 soft nylon case flip-down cover belt loop attachment for hands-free convenience compatible with canon powershot a series black finish	canon powershot sd890 is digital camera 2566b001 canon powershot sd890 is 10 megapixel , 5x optical zoom , 2.5 ' lcd , ua lens digital camera	0
3393	samsung 22 ' black flat panel series 4 lcd hdtv ln22a450 1680 x 1050 resolution 3000:1 contrast ratio srs trusurround xt cold cathode fluorescent lamp ( ccfl ) 8ms response time hidden bottom speakers pc compatible black finish	samsung ln19a450 19 ' lcd tv samsung ln19a450 19 ' widescreen 720p lcd hdtv 3000:1 dynamic contrast ratio 8ms response time piano black	0
3394	canon pixma photo all-in-one printer mp620 high performance printer and copier , scanner easy scroll wheel dual paper trays 2.5 ' high definition lcd display maximum 9600 x 2400 color dpi automatic image optimization quick start wi-fi ready built-in media card slot energy star qualified	canon pixma mx850 multifunction photo printer 2436b002 canon pixma mx850 office all-in-one printer	0
3395	sony black 13.6 megapixel cyber-shot digital camera dscw300 13.6 megapixel carl zeiss 3x optical zoom lens 2.7 ' clear photo lcd display in-camera retouching 15 mb internal memory in-camera red-eye correction super steadyshot optical image stabilization double anti-blur solution black finish	panasonic lumix dmc-tz5 digital camera black panasonic lumix dmc-tz5k 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output black	0
3396	panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9341t up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish	panasonic kx-tg1033s digital cordless phone with three handsets 1 x phone line ( s ) headset jack silver	0
3397	sanus 15 ' 40 ' flat panel tv silver wall mount vm400s virtual axis tilt adjustment system hinged arm extend from 3.5 ' to 20 ' durable powder coated silver finish	sanus flat panel tv wall mount vm1b aluminum 50 lb	0
3398	lacie 1tb firewire 800/firewire 400/usb 2.0 external hard drive 301199u triple interface for universal connectivity on pc/mac built-in raid 0 for extreme firewire 800 speed 7200 rotational speed ( rpm ) thermo-regulated progressive quiet fan	lacie little disk hard drive 301829 lacie 320gb little disk usb 2.0 5400rpm portable external hard drive	0
3399	sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish	sony bravia m series kdl-26m4000 26 ' lcd tv kdl26m4000 26 ' atsc , ntsc 16:9 1366 x 768 hdtv	0
3400	apple 8gb black 2nd generation ipod touch mb528lla holds up to 1,750 songs in 128-kbps aac format , 10,000 ipod-viewable photos and 10 hours of video wi-fi ( 802.11 b/g ) nike + ipod support built-in maps location-based service 3.5 ' ( diagonal ) widescreen multi-touch display 480x320-pixel resolution 480p and 576p component tv out mac and windows compatible black finish	apple ipod touch 8gb flash portable media player mb528lla audio player , video player , photo viewer 3.5 ' color lcd 8gb flash memory	1
3401	samsung 19 ' black flat panel series 6 lcd hdtv ln19a650 1440 x 900 true 720p resolution 3,000:1 dynamic contrast ratio srs trusurround xt built-in digital tuner ( atsc/clear qam ) wide color enhancer 8ms response time touch of color design black with red finish	samsung 6 series ln19a650 19 ' lcd tv samsung ln19a650 19 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time	1
3402	jabra black bluetooth headset bt5010 up to 10 hours of talk time and 300 hours of stand-by wind-noise reduction technology vibrating and visual alerts colored led indicator up to 33-foot wireless range black finish	blueant wireless z9i bluetooth headset black us-091010	0
3403	sony 16gb memory stick pro duo mark 2 media card msmt16g 160 mbps transfer speed captures approximately 5 hours of hd recording holds up to approximately 4,500 8 megapixel images 14.9 gb actual capacity	sony memory stick usb card reader/writer msacus40 memory stick , memory stick duo	0
3404	lg dlex7177rm cherry red xl capacity electric steamdryer dlex7177rd 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light cherry red finish	the lg electric steamdryer	0
3405	canon powershot black 14.7 megapixel digital camera g10 14.7 megapixel 5x optical zoom optical image stabilizer digic 4 image processor face detection self-timer intelligent contrast correction 3.0 ' purecolor lcd print/share button black finish	canon powershot sd990 is 14 megapixel digital camera w / 3.7 x optical zoom , ua len , face detection , 2.5 lcd , & iso 1600 black 2669b001	0
3406	sony black camcorder tripod vct80av 3 stage leg extension extends from 24.88 ' to 65.88 ' in height guide frame feature available vertical position for a/v remote connector supplied carrying case black finish	sony vct-80av tripod vct80av floor standing tripod 24.8 ' to 65.75 ' height 8.8 lb load capacity	1
3407	sony silver 1080p upscaling 5-disc dvd changer dvpnc800hs 5 disc dvd/cd changer 1080p upscaling video output through hdmi connection bravia sync high resolution jpeg output precision cinema progressive technology precision drive 3 system child lock multi disc resume multi brand tv remote control silver finish	sony dvp-ns700h / s dvd player dvpns700hs dvd + rw , dvd-rw , dvd + r , dvd-r , cd-rw dvd video , cd-da , mp3 , jpeg , svcd , video cd playback 1 disc ( s ) progressive scan silver	0
3408	panasonic kx-tg1033s silver dect 6.0 cordless telephone kxtg1033s dect 6.0 technology light up indicator 16-minute all-digital answering system silver finish	panasonic kx-tga630s cordless handset silver pearl wall-mountable	0
3409	lg over-the-range stainless steel microwave oven lmv1680ss hidden venting system 300 cfm exhaust system dual distribution technology incandescent cooktop light bi-level cooking rack melt & soften feature child lock stainless steel finish	panasonic nnsd767s 1.6 cu . ft. stainless steel countertop microwave oven	0
3410	panasonic 5.8 ghz black expandable digital cordless phone system kxtg4324b 4 handsets system digital answering machine ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode speakerphone intercom 11 days standby 5 hours talk time black finish	panasonic kx-tg9344t expandable digital cordless phone 1 x phone line ( s )	0
3411	lg dlex7177wm white xl capacity electric steamdryer dlex7177wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish	the lg electric steamdryer	0
3412	panasonic expandable digital cordless dect 6.0 phone system kxtg1032s up to 17 hours of talk time expandable up to 6 handsets up to 3-way conference capability light-up indicator with ringer/message alert backlit lcd on handset digital speakerphone 16-minute all-digital answering system silver finish	panasonic palmcorder sdr-h60 digital camcorder sdr-h60s panasonic sdr-h60 60gb hard disk drive/sd hybrid camcorder with 50x optical zoom , advanced optical image stabilization , one-touch dvd copy , anti-shock shield and one-touch navigation , records to internal hard drive or sd card	0
3413	samsung htx810t sound bar home theater system htx810 300 watts 2.1 channel dolby digital and dts 5.1 virtual surround sound built-in 1080p upconverting dvd player wireless subwoofer usb host play bluetooth capable smart volume wall mountable black finish	denon dht-589ba home theater system , a/v receiver , 5.1 speakers dolby pro logic ii , dts	0
3414	sony high definition hdv handycam camcorder hdrhc9 10x optical/20x digital zoom 2.7 ' wide ( 16:9 ) touch panel clear photo lcd plus display switchable hdv/dv format recording active interface shoe built-in intelligent flash progressive shutter system super nightshot infrared system x.v. color technology	sony lcs-mx100 camcorder case lcsmx100 nylon black	0
3415	panasonic black dvd home theater sound system scpt660 kelton subwoofer bamboo diaphragm center speakers 1080p up-conversion integrated universal dock and on-screen display for ipod ipod video playback whisper-mode surround built-in dolby digital and dts decoder high speed 5-dvd/cd changer black finish	sony ht-ddwg700 home theater system htddwg700 dvd player , 5.1 speakers 900w rms dts , dolby digital , dolby pro logic ii	0
3416	canon black ink cartridge pg50 pigment ink formulation for long lasting prints resists smearing caused by highlighters smudge resistant ink remaining notification technology crisp laser text-quality text black ink	canon ink cartridge for pixma ip1600 , ip6210d and ip6220d printers 0617b002 color	0
3417	canon blue 8.0 megapixel powershot digital camera sd1100isb 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology rhythm & blue finish	canon eos rebel xsi digital slr camera silver 2757b001 12.2 megapixel 3 ' active matrix tft color lcd	0
3418	weber genesis e-310 natural gas black outdoor grill 3841001 3 stainless steel burners 42,000 btu per-hour input electronic crossover ignition system porcelain enameled cast iron cooking grates 2 stainless steel work surfaces center mounted thermometer cast aluminum end caps black finish assembly required	weber 841001 performer 22.5 ' charcoal grill in black	0
3419	peerless wall tv mounts pm1327bk tv wall mount with adjustable width support tray for 13 ' -27 ' set black finish	peerless adjustable tv wall mount pm1327	1
3420	canon vixia high definition camcorder hf10 2.7 ' color widescreen lcd 12x hd video zoom lens 3.3 megapixel digic dv ii image processor 200x digital zoom built in 16 gb memory sd card slot for expanded memory rgb primary color filter built-in electronic lens cover	sony handycam hdr-hc9 high definition digital camcorder hdrhc9 16:9 2.7 ' color lcd	0
3421	canon vixia high definition camcorder hf100 2.7 ' color widescreen lcd 12x hd video zoom lens 3.3 megapixel digic dv ii image processor 200x digital zoom rgb primary color filter built-in electronic lens cover	sony handycam hdr-sr10 high definition digital camcorder hdrsr10 16:9 2.7 ' hybrid lcd	0
3422	whirlpool wed6400sb cabrio super capacity plus electric black dryer wed6400sbk 7.0 cu . ft. super capacity plus drum accelercare drying system 7 automatic cycles wrinkle shield plus feature 5 temperature selections 1/3 hp motor black finish	wed6400sb cabrio super capacity plus electric black dryer	1
3423	canon green photo ink cartridge cli8g fine technology for exceptional sharpness & detail compatible with canon pixma pro9000	canon ink cartridge for pixma ip1600 , ip6210d and ip6220d printers 0617b002 color	0
3424	speck seethru clear hard shell case for macbook air mbaclrsee thin and sleek protective case access to all ports 2-piece snap on clear finish	speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2 plastic green	0
3425	griffin itrip fm transmitter 4052trpseb one-touch tuning new smartsound ? technology back-lit display included usb-to-mini-usb cable 10-30 foot operation range no batteries required black finish	griffin itrip autopilot fm transmitter 4046-trpautoc 3 x fm	0
3426	canon printer gray ink cartridge cli221gry fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980	canon cli-221 yellow ink cartridge 2949b001 yellow	0
3427	transcend 2gb micro sd secure digital memory card ts2gusd good with cell phones and mobile devices mechanical write protection switch uses microsd adapter compliant with secure digital music initiative	sony 2gb memory stick micro ( m2 ) msa2gd 2 gb	0
3428	panasonic dect 6.0 black metallic expandable digital cordless phone system kxtg9332t 2 handsets up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish	panasonic kx-tg1032s dual handset digital cordless phone 1 x phone line ( s ) headset jack silver	0
3429	toshiba 10.2 ' portable dvd player in black sdp101s lcd display with 800x480 pixel resolution swivel and flip screen up to 5 hour lithium ion battery divx certified 4-in-1 card slot mp3 and wma formats jpeg viewer car cord adapter dual headphone outputs virtual surround built-in speakers	panasonic dvd-ls86 portable dvd player 8.5 ' lcd dvd + rw , dvd-rw , dvd-ram , dvd-r , dvd + r , cd-rw cd-da , mp3 , wma , jpeg , mpeg-4 , divx , video cd , svcd , highmat , dvd video playback	0
3430	samsung 50 ' black flat panel series 5 plasma hdtv pn50a550 1920 x 1080 full hd resolution 1,000,000:1 dynamic contrast ratio ultra filterbright anti-glare and anti burn-in technology built-in hdtv tuner ( atsc/ntsc ) with clear qam srs trusurround xt 3d hd ready swivel stand black finish	samsung pn50a650 50 ' 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio anti burn-in technology	0
3431	canon black eos 50d digital slr camera with 28-135mm lens 50d28135 15.1 megapixel cmos sensor digic 4 image processor 3.0 ' clear view lcd 9 cross-type high-precision sensors enhanced live view eos integrated cleaning system creative auto hdmi output lens peripheral illumination correction black finish	nikon d60 digital slr camera with af-s dx nikkor 18-55mm f/3 .5 -5.6 g vr lens 25438 nikon d60 10 megapixel digital slr camera with af-s dx nikkor 18-55mm f/3 .5 -5.6 g vr lens 3x optical zoom 2.5 ' active matrix tft color lcd	0
3432	sony silver cyber-shot digital camera dscw170 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish	sony lcs-twa/r cyber-shot camera case top loading leather red	0
3433	olympus ps-bls1 lithium ion rechargeable battery liionpsbls1 double your shooting time with a spare battery for the evolt e-410	canon nb-4l rechargeable camera battery 9763a001 canon nb-4l lithium ion battery	0
3434	sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish	sony handycam dcr-sr85 digital camcorder dcrsr85 16:9 2.7 ' hybrid lcd	0
3435	sony 400-disc dvd , sacd & cd mega changer dvpcx995v super audio cd playback dvd-rw/dvd-r/dvd + rw/dvd + r playback 12 bit video dac dolby digital and dts advanced smoothscan technology instant replay back ground graphics black finish	sony dvpcx995v dvd player dvd + rw , dvd-rw , cd-rw dvd video , video cd , svcd , sacd , mp3 , jpeg playback 400 disc ( s ) progressive scan black	1
3436	speck seethru clear hard shell case for macbook air mbaclrsee thin and sleek protective case access to all ports 2-piece snap on clear finish	speck products seethru case for apple 15 ' macbook pro mb15-org-see-v2 plastic orange	0
3437	canon ef 75-300mm f/4 -5.6 iii telephoto zoom lens 6473a003 13 elements in 9 groups lens construction 58mm filter size black finish	canon ef 70-300mm f/4 -5.6 is usm telephoto zoom lens 0345b002 f/4 to 5.6	0
3438	monster icarplay wireless 250 fm transmitter with autoscan for ipod and iphone aipfmch250 plays ipod or iphone music over any car stereo vibrant sound works with any fm car radio 3 programmable presets fm stations range from 88.1 to 107.9 easy to use convenient charging while you drive black finish	monster a ip fm-ch 250 icarplay wireless 250 fm transmitter for ipod & iphone aipfm-ch250	1
3439	sony alpha digital slr black camera body dslra350 14.2 megapixels tiltable 2.7 ' clear photo lcd plus screen continuous shooting while viewing smart teleconverter 2x zoom expanded iso sensitivity super steadyshot in-camera image stabilization bionz image processor dynamic range optimizer anti-dust technology auto pop-up flash eye-start autofocus system 9-point center cross af sensor black finish	sony cyber-shot dsc-w300 digital camera 13.6 megapixel 16:9 3x optical zoom 2x digital zoom 2.7 ' color lcd	0
3440	linksys wireless-g vpn broadband silver router wrv54g built-in vpn endpoint capability securely connect up to 50 remote or traveling users to your office network via vpn hotspot ready with subscriber registration , authorization and authentication functions silver finish	linksys wireless-g wusb54gc compact usb adapter	0
3441	sony high definition dvd handycam camcorder hdrux10 1920 x 1080 full hd resolution recording face detection 2.3 megapixel clearvid cmos sensor 15x optical/180x digital zoom 2.7 ' wide1 ( 16:9 ) hybrid touch panel clear photo lcd plus display hybrid recording to dvd or memory stick media built-in zoom microphone with 5.1 ch recording dynamic range optimizer super nightshot plus infrared system x.v. color technology	sony handycam dcr-sr85 digital camcorder dcrsr85 16:9 2.7 ' hybrid lcd	0
3442	sanus 15 ' 40 ' flat panel tv black wall mount vm400b virtual axis tilt adjustment system hinged arm extend from 3.5 ' to 20 ' durable powder coated black finish	sanus center channel speaker mount vmcc1b steel	0
3443	canon black eos 50d digital slr camera with 28-135mm lens 50d28135 15.1 megapixel cmos sensor digic 4 image processor 3.0 ' clear view lcd 9 cross-type high-precision sensors enhanced live view eos integrated cleaning system creative auto hdmi output lens peripheral illumination correction black finish	olympus evolt e-420 digital slr camera with 14 42mm f/3 .5 - f/5 .6 zuiko digital zoom lens black 262081 olympus evolt e-420 10 megapixel digital slr camera with 14-42mm outfit , autofocus , live view , face detection & dust reduction	0
3444	canon cb-2lv battery charger 9764a001 compatible with canon nb-4l rechargeable battery	canon nb-5l lithium-ion digital camera battery 1135b001 canon nb-5l lithium ion battery	0
3445	apple 8gb black 4th generation ipod nano mb754lla holds up to 2,000 songs in 128-kbps aac format , 7,000 ipod-viewable photos and 8 hours of video 2 ' ( diagonal ) liquid crystal display with blue-white led backlight 320-by-240-pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible black finish	apple 8gb ipod nano blue ( 4th generation ) mb732ll/a	0
3446	lg 5.6 cu . ft. white freestanding electric range lre30453wh intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings white finish	lg 5.6 cu.ft . freestanding electric range	0
3447	canon yellow ink cartridge cli8y compatible with the pixma ip4200 , ip5200 , ip5200r , ip6600d , mp500 , mp800 printers	canon cl-211 color ink cartridge for pixma mp240 and mp480 printers 2976b001 cyan , magenta , yellow	0
3448	panasonic viera 42 ' plasma flat panel 1080p hdtv in black th42pz80u 1080p display 1920 x 1080 native resolution color purity optimizer surround sound anti-reflective filter viera link hdavi control built-in ntsc/atsc/qam tuners 3 hdmi inputs built-in galleryplayer capable sd card memory slot pedestal stand included black finish	panasonic viera th-42px80u 42 ' plasma tv 42 ' atsc , ntsc 16:9 1024 x 768 surround hdtv	0
3449	sirius stiletto 2 home docking kit slh2 stereo audio output connects with home audio system or speakers headphone jack pc sync compatible with stiletto 2 radios charges stiletto 2 while docked black finish	sirius sl2pk1 sirius stiletto 2 portable radio	0
3450	canon black eos rebel xsi digital slr camera xsireb1855 12.2 megapixel digic iii image processor extensive noise reduction technology auto optimization 3.0 ' lcd monitor compatible with compact sd and sdhc memory cards eos integrated cleaning system 18-55mm lens included 2756b003 black finish	canon powershot sd790 is digital camera 2554b001 canon powershot sd790 is 10 megapixel digital camera with 3x optical zoom , 3 ' lcd , & pictbridge	0
3451	mitsubishi 736 series 65 ' 1080p dlp rear projection black hdtv wd65736 1920 x 1080 full hd resolution xvcolor tru1080p processing plush1080p 4d video noise reduction 6-color processor deepfield imager 3d ready netcommand ir front usb and hdmi input 3 rear hdmi 1.3 inputs black finish	mitsubishi wd-65736 65 ' projection tv wd65736 65 ' dlp hdtv ready	1
3452	panasonic black dvd home theater sound system scpt960 kelton subwoofer bamboo diaphragm center speakers 1080p up-conversion integrated universal dock and on-screen display for ipod ipod video playback wireless rear speaker system whisper-mode surround built-in dolby digital and dts decoder high speed 5-dvd/cd changer black finish	samsung htx810t home theater system htx810t samsung ht-x810 2.1 soundbar home theater system	0
3453	panasonic kx-tg4500b black 5.8 ghz cordless phone system kxtg4500b frequency-hopping spread spectrum technology all-digital voice mail system handles up to 4 lines tollsaver 2-way recording black finish	panasonic kx-tg9332s dect 6.0 expandable digital cordless phone 1 x phone line ( s ) silver	0
3454	toshiba 22 ' black lcd hdtv 22av500u 720p hd display dynalight dynamic backlight control ntsc/atsc/qam built-in tuners 10-bit video processor 60hz video scan rate 3:2 pull-down cinema mode 24fps color temperature control black finish	toshiba 40rv525u 40 ' widescreen 1080p lcd hdtv w / cinespeed piano black	0
3455	sony 37 ' bravia xbr series black lcd flat panel hdtv kdl37xbr6 1920 x 1080 full hd 1080p resolution digital media extender ( dmex ) bravia engine technology advanced contrast enhancer ( ace ) enhanced ( xmb ) user interface with rich 3d graphics 24p true cinema black finish	sony bravia kdl32xbr6 32 ' lcd tv 32 ' atsc , ntsc 16:9 1920 x 1080 dolby , surround hdtv	0
3456	sony super audio cd player scdce595 multi-channel super audio cd playback capability cd/cd-r/cd-rw playback capability multi-channel direct stream digitial decoder multi-channel management system sacd text/cd text capability eta late january 2009	alpine cda-9886 car audio player cda9886 cd-r , cd-rw cd-da , mp3 , wma , aac 4 200w fm , am	0
3457	panasonic expandable digital cordless dect 6.0 phone system kxtg1032s up to 17 hours of talk time expandable up to 6 handsets up to 3-way conference capability light-up indicator with ringer/message alert backlit lcd on handset digital speakerphone 16-minute all-digital answering system silver finish	panasonic kx-tg4324b 5.8 ghz expandable digital cordless phone 1 x phone line ( s ) black	0
3458	sanus 15 ' 32 ' flat panel tv black wall mount mf209b1 mf209b1 supports up to 60 lbs easy to install virtual axis 3d tilting system black finish	sanus flat panel tv wall mount vm400s steel , aluminum 80 lb	0
3459	sony infolithium h series standard rechargeable battery pack npfh70 compatible with most handycam camcorders black finish	sony infolithium d-type np-fd1 digital camera battery npfd1 lithium ion ( li-ion ) 4.2 v dc photo battery	0
3460	lg 5.6 cu . ft. black freestanding electric range lre30453bk intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings black finish	lg 5.0 cu.ft . freestanding gas range	0
3461	panasonic dect 6.0 silver digital cordless handset kxtga630s for use with panasonic 6300 and 9300 series phone systems dect 6.0 technology 60 channels call waiting caller id 1.4 ' amber backlit lcd display wall mountable 11 days standby time 5 hours talk time silver finish	panasonic palmcorder sdr-h40 digital camcorder panasonic sdr-h40 40gb hard disk drive/sd hybrid camcorder with 42x optical zoom , optical image stabilization , one-touch dvd copy , and anti-shock shield	0
3462	samsung 40 ' series 6 lcd black flat panel hdtv ln40a650 full 1080p high definition resolution 16:9 widescreen aspect ratio 50,000:1 dynamic contrast ratio 4ms response time and auto motion plus 120hz technology srs trusurround xt audio built-in digital tuner ( atsc/clear qam ) picture-in-picture auto volume leveler 4 hdmi slots swivel stand piano black with hint amber finish	samsung ln46a650 46 ' lcd tv samsung ln46a650 46 ' 1080p lcd hdtv 50,000:1 dynamic contrast ratio 120hz 4ms response time	0
3463	canon eos 40d digital slr camera in black eos40dbody body only 10.1 megapixel cmos sensor digic iii image processor auto pop-up , retractable , built-in flash 3.0 ' tft color liquid-crystal monitor af system with 9 cross-type sensors black finish lens sold separately	canon eos rebel xsi digital slr camera with ef-s 18-55mm f/3 .5 -5.6 is lens silver 2757b003 canon eos rebel xsi 12 megapixel digital slr camera with 18-55mm is lens silver	0
3464	sony 16gb memory stick pro duo mark 2 media card msmt16g 160 mbps transfer speed captures approximately 5 hours of hd recording holds up to approximately 4,500 8 megapixel images 14.9 gb actual capacity	sony 2gb memory stick micro ( m2 ) msa2gd 2 gb	0
3465	canon powershot black 14.7 megapixel digital camera g10 14.7 megapixel 5x optical zoom optical image stabilizer digic 4 image processor face detection self-timer intelligent contrast correction 3.0 ' purecolor lcd print/share button black finish	canon powershot a590 is digital camera 2462b001 canon powershot a590 is 8 megapixels , 4x optical zoom , 2.5 ' lcd , iso 1600 digital camera	0
